Title,Desc,Type,BodyPart,Equipment,Level,Rating,RatingDesc,combined_text
Captain's chair knee raise,"The captain's chair knee raise is a bodyweight exercise that targets the abs. It is performed on an apparatus that allows the forearms to rest on pads and the upright torso to hang freely. Knee raises are often performed for moderate to high reps, such as 8-12 reps or more, as part of ab-focused training.",Strength,Abdominals,Other,Intermediate,8.6,Average,"captain's chair knee raise the captain's chair knee raise is a bodyweight exercise that targets the abs. it is performed on an apparatus that allows the forearms to rest on pads and the upright torso to hang freely. knee raises are often performed for moderate to high reps, such as 8-12 reps or more, as part of ab-focused training."
Sledgehammer swing,The sledgehammer swing is an exercise working the abdominals and numerous other muscles. The sledgehammer is slammed from overhead onto a tire which absorbs the impact and causes the hammer to bounce back up. It can be performed for time or reps as part of a functional fitness or athleticism-focused workout.,Plyometrics,Abdominals,Other,Intermediate,8.6,Average,sledgehammer swing the sledgehammer swing is an exercise working the abdominals and numerous other muscles. the sledgehammer is slammed from overhead onto a tire which absorbs the impact and causes the hammer to bounce back up. it can be performed for time or reps as part of a functional fitness or athleticism-focused workout.
Pallof press,"The Pallof press is an isometric exercise that trains core stability. It involves resisting rotation from a cable or band, developing what is sometimes called ""anti-rotation"" core strength. It is most often seen in programs for athletes who compete in sports that test strength, power, and functional movements. It can be trained in timed holds or for reps by pressing the cable or band away from the body.",Strength,Abdominals,Other,Intermediate,8.4,Average,"pallof press the pallof press is an isometric exercise that trains core stability. it involves resisting rotation from a cable or band, developing what is sometimes called ""anti-rotation"" core strength. it is most often seen in programs for athletes who compete in sports that test strength, power, and functional movements. it can be trained in timed holds or for reps by pressing the cable or band away from the body."
Weighted Sit-Ups - With Bands,"The weighted sit-up is a more difficult version of a highly popular abdominal movement. The simple addition of a weight makes the sit-up far more difficult, providing a different stimulus to the core during training and helping build strong abs.",Strength,Abdominals,Other,Intermediate,8.0,Average,"weighted sit-ups - with bands the weighted sit-up is a more difficult version of a highly popular abdominal movement. the simple addition of a weight makes the sit-up far more difficult, providing a different stimulus to the core during training and helping build strong abs."
Suitcase crunch,"The suitcase crunch is a bodyweight movement that targets the muscles of the abs, the rectus abdominis or ""six-pack"" muscles in particular. It is similar to a V-up, but the lower back stays flat against the ground. It can be performed for time or reps in the ab-focused portion of any workout.",Strength,Abdominals,Other,Intermediate,0.0,Average,"suitcase crunch the suitcase crunch is a bodyweight movement that targets the muscles of the abs, the rectus abdominis or ""six-pack"" muscles in particular. it is similar to a v-up, but the lower back stays flat against the ground. it can be performed for time or reps in the ab-focused portion of any workout."
FYR Rope Jumping,"Jumping rope is classic conditioning exercise that is popular with everyone from children to boxers to CrossFit athletes. It targets many different muscles, including the calves, glutes, shoulders, and upper back, and is great for everything from fat loss to improving overall athletic performance.",Strength,Abdominals,Other,Intermediate,,,"fyr rope jumping jumping rope is classic conditioning exercise that is popular with everyone from children to boxers to crossfit athletes. it targets many different muscles, including the calves, glutes, shoulders, and upper back, and is great for everything from fat loss to improving overall athletic performance."
Barbell press sit-up,"The barbell press sit-up is a weighted exercise focusing on the abdominal muscles, as well as the shoulders to a lesser degree. It primarily targets the rectus abdominis or ""six-pack"" muscles, but also involves the obliques and deep core muscles. It can be performed on the floor with the feet anchored or unanchored, or on a decline or other bench. It is similar to the Otis-up, which is performed with a weight plate.",Strength,Abdominals,Other,Intermediate,,,"barbell press sit-up the barbell press sit-up is a weighted exercise focusing on the abdominal muscles, as well as the shoulders to a lesser degree. it primarily targets the rectus abdominis or ""six-pack"" muscles, but also involves the obliques and deep core muscles. it can be performed on the floor with the feet anchored or unanchored, or on a decline or other bench. it is similar to the otis-up, which is performed with a weight plate."
Single-arm bent-over rear delt fly,"The single-arm bent-over rear delt fly is a popular upper-body exercise that targets the muscles on the back of the shoulder joint, specifically the rear head of the deltoid. Since pressing movements build the front and (to a lesser degree) side deltoid heads, this move is often done to promote balanced shoulder development. It is usually performed for high reps, such as 10-15 reps per set or more, as part of a shoulder or upper-body workout.",Strength,Abdominals,Other,Intermediate,,,"single-arm bent-over rear delt fly the single-arm bent-over rear delt fly is a popular upper-body exercise that targets the muscles on the back of the shoulder joint, specifically the rear head of the deltoid. since pressing movements build the front and (to a lesser degree) side deltoid heads, this move is often done to promote balanced shoulder development. it is usually performed for high reps, such as 10-15 reps per set or more, as part of a shoulder or upper-body workout."
Captain's chair leg raise,"The captain's chair leg raise is a bodyweight exercise that targets the abs. It is performed on an apparatus that allows the forearms to rest on pads and the upright torso to hang freely. Leg raise variations are often performed for moderate to high reps, such as 8-12 reps or more, as part of ab-focused training.",Strength,Abdominals,Other,Intermediate,,,"captain's chair leg raise the captain's chair leg raise is a bodyweight exercise that targets the abs. it is performed on an apparatus that allows the forearms to rest on pads and the upright torso to hang freely. leg raise variations are often performed for moderate to high reps, such as 8-12 reps or more, as part of ab-focused training."
Shoulder-Elevated One-Leg Hip Thrusts,,Strength,Abdominals,Other,Intermediate,,,shoulder-elevated one-leg hip thrusts 
Ab Twist - Gethin Variation,"The cross-body sit-up is a bodyweight exercise targeting the ab muscles, the obliques and rectus abdominis or ""six-pack"" muscles in particular. It involves bringing the opposite-side knee and elbow together, usually alternating sides with each rep. It can be performed for time or reps as part of the ab-focused portion of any workout.",Strength,Abdominals,Other,Intermediate,,,"ab twist - gethin variation the cross-body sit-up is a bodyweight exercise targeting the ab muscles, the obliques and rectus abdominis or ""six-pack"" muscles in particular. it involves bringing the opposite-side knee and elbow together, usually alternating sides with each rep. it can be performed for time or reps as part of the ab-focused portion of any workout."
Weighted Crunch - Gethin Variation,"The weighted sit-up is a more difficult version of a highly popular abdominal movement. The simple addition of a weight makes the sit-up far more difficult, providing a different stimulus to the core during training and helping build strong abs.",Strength,Abdominals,Other,Intermediate,,,"weighted crunch - gethin variation the weighted sit-up is a more difficult version of a highly popular abdominal movement. the simple addition of a weight makes the sit-up far more difficult, providing a different stimulus to the core during training and helping build strong abs."
